Index,original_title,production_budget,worldwide_gross,imbd_id,budget,revenue,genres,producers,director,starring
1140,Imagine That,55000000,22438144,tt0780567,55000000,23000000,Comedy,Lorenzo di Bonaventura,Ed Solomon,Karey Kirkpatrick
1141,Gods and Generals,55000000,12923936,tt0279111,56000000,12923936,Drama,Moctesuma Esparza,Robert Katz,Mace Neufield
1142,Turbulence,55000000,11532774,tt0120390,55000000,11466088,Action,Martin Ransohoff,David Valdes,Robert Butler
1143,Bullet to the Head,55000000,22597969,tt1308729,55000000,9489829,Action,Alexandra Milchan,Alfred Gough,Miles Millar
1144,All the Kings Men,55000000,9521458,tt0405676,55000000,9450897,Drama,Ken Lemberger,Todd Phillips,Mike Medavoy
1146,Un long dimanche de fiançailles,55000000,69722444,tt0344510,47000000,76600000,Drama,Francis Boespflug,Bill Gerber,Jean-Louis Monthieux
1147,Lucky You,55000000,6521829,tt0338216,55000000,5761917,Drama,Denise Di Novi,Carol Fenelon,Curtis Hanson
1148,Lolita,55000000,1147784,tt0119558,62000000,1060056,Drama,Mario Kassar,Joel B. Michaels,Adrian Lyne
1152,"You, Me and Dupree",54000000,130402010,tt0463034,54000000,130431368,Comedy,Scott Stuber,Mary Parent,Owen Wilson
1153,Seven Pounds,54000000,166617328,tt0814314,55000000,168167691,Drama,Todd Black,Jason Blumenthal,James Lassiter
1154,The Godfather: Part III,54000000,66788680,tt0099674,54000000,136766062,Crime,Francis Ford Coppola,Francis Ford Coppola,Al Pacino
1155,Elizabethtown,54000000,50719373,tt0368709,57000000,52034889,Comedy,Cameron Crowe,Tom Cruise,Paula Wagner
1156,Gigli,54000000,7126002,tt0299930,54000000,7266209,Drama,Martin Brest,Casey Silver,Martin Brest
1157,Shaft,53012938,107190108,tt0162650,46000000,107196498,Action,Scott Rudin,John Singleton,John Singleton
1158,The Dukes of Hazzard,53000000,109848461,tt0377818,50000000,110803676,Action,Bill Gerber,Jay Chandrasekhar,Johnny Knoxville
1159,Law Abiding Citizen,53000000,131159781,tt1197624,53000000,126690726,Drama,Gerard Butler,Kurt Wimmer,Mark Gill
1160,Black Mass,53000000,98837872,tt1355683,53000000,98837872,Crime,Scott Cooper,John Lesher,Patrick McCormick
1161,Anastasia,53000000,139801096,tt0118617,53000000,139804348,Animation,Don Bluth,Gary Goldman,Don Bluth
1163,Domestic Disturbance,53000000,54207112,tt0249478,75000000,54249294,Mystery,Donald De Line,Jonathan D. Krane,Harold Becker
1164,Flags of Our Fathers,53000000,63657941,tt0418689,90000000,65900249,War,Clint Eastwood,Robert Lorenz,Steven Spielberg
1166,Beloved,53000000,22852487,tt0120603,80000000,22900000,Drama,Edward Saxon,Jonathan Demme,Gary Goetzman
1167,Zero Dark Thirty,52500000,134612435,tt1790885,40000000,132820716,Thriller,Kathryn Bigelow,Mark Boal,Megan Ellison
1169,Mamma Mia!,52000000,598421187,tt0795421,52000000,609841637,Comedy,Judy Craymer,Gary Goetzman,Phyllida Lloyd
1170,The Break-Up,52000000,205727307,tt0452594,52000000,204999686,Romance,Vince Vaughn,Scott Stuber,Peter Billingsley
1171,Valentines Day,52000000,217569328,tt0817230,52000000,216485654,Comedy,Mike Karz,Wayne Allan Rice,Garry Marshall
1172,Casino,52000000,110400000,tt0112641,52000000,116112375,Drama,Barbara De Fina,Martin Scorsese,Robert De Niro
1174,The Thin Red Line,52000000,97709034,tt0120863,52000000,98126565,Drama,Robert Michael Geisler,Grant Hill,John Roberdeau
1175,Man on the Moon,52000000,47407635,tt0125664,82000000,47434430,Comedy,Danny DeVito,Michael Shamberg,Stacey Sher
1177,Bulletproof Monk,52000000,26922492,tt0245803,52000000,37700000,Action,Charles Roven,Terence Chang,John Woo
1178,"Me, Myself & Irene",51000000,149270999,tt0183505,51000000,149270999,Comedy,Peter Farrelly,Peter Farrelly,Bobby Farrelly
1181,Deck the Halls,51000000,46815807,tt0790604,51000000,47231070,Comedy,Arnon Milchan,Michael Costigan,John Whitesell
1183,The Adjustment Bureau,50200000,126931325,tt1385826,50200000,127869379,Science Fiction,Bill Carraro,Michael Hackett,Chris Moore
1184,The Twilight Saga: New Moon,50000000,687557727,tt1259571,50000000,709827462,Adventure,Wyck Godfrey,Karen Rosenfelt,Chris Weitz
1185,Shrek,50000000,491812794,tt0126029,60000000,484409218,Adventure,Aron Warner,John H. Williams,Jeffrey Katzenberg
1186,Ted,50000000,556016627,tt1637725,50000000,549368315,Comedy,Scott Stuber,Seth MacFarlane,John Jacobs
1187,22 Jump Street,50000000,331333876,tt2294449,50000000,188441614,Crime,Neal H. Moritz,Jonah Hill,Channing Tatum
1188,Robin Hood: Prince of Thieves,50000000,390500000,tt0102798,48000000,390493908,Adventure,Pen Densham,Richard Barton Lewis,John Watson
1189,Jerry Maguire,50000000,273552592,tt0116695,50000000,273552592,Comedy,Cameron Crowe,James L. Brooks,Laurence Mark
1192,Patch Adams,50000000,202173000,tt0129290,50000000,202292902,Comedy,Mike Farrell,Barry Kemp,Marvin Minoff
1193,Central Intelligence,50000000,217194805,tt1489889,50000000,216972543,Action,Scott Stuber,Peter Principato,Paul Young
1194,Anchorman 2: The Legend Continues,50000000,172246223,tt1229340,50000000,173649015,Comedy,Judd Apatow,Will Ferrell,Adam McKay
1195,Super 8,50000000,257972745,tt1650062,50000000,260095987,Thriller,J. J. Abrams,Bryan Burk,Steven Spielberg
1196,Mr. Deeds,50000000,171269535,tt0280590,50000000,171269535,Comedy,Sid Ganis,Jack Giarraputo,Steven Brill
1197,Erin Brockovich,50000000,257805243,tt0195685,52000000,256271286,Drama,Danny DeVito,Michael Shamberg,Stacey Sher
1200,How to Lose a Guy in 10 Days,50000000,178503788,tt0251127,50000000,177371441,Comedy,Lynda Obst,Robert Evans,Christine Peters
1201,Interview with the Vampire,50000000,223564608,tt0110148,60000000,223664608,Horror,David Geffen,Stephen Woolley,Neil Jordan
1203,Yes Man,50000000,225990976,tt1068680,70000000,225990978,Comedy,David Heyman,Richard D. Zanuck,Peyton Reed
1204,Non-Stop,50000000,222383055,tt2024469,50000000,222809600,Action,Joel Silver,Alex Heineman,Andrew Rona
1205,Stepmom,50000000,159745279,tt0120686,50000000,159700000,Drama,Michael Barnathan,Chris Columbus,Wendy Finerman
1207,Failure to Launch,50000000,128402901,tt0427229,50000000,128406887,Comedy,Scott Rudin,Scott Aversano,Tom Dey
1208,Inside Man,50000000,185798265,tt0454848,45000000,184376254,Crime,Brian Grazer,Spike Lee,Denzel Washington
1209,The Emoji Movie,50000000,216564840,tt4877122,50000000,66913939,Comedy,Michelle Raimo Kouyate,Tony Leondis,T.J. Miller
1212,Payback,50000000,161626121,tt0120784,90000000,161626121,Drama,Bruce Davey,Brian Helgeland,Mel Gibson
1213,Congo,50000000,152022333,tt0112715,50000000,152022101,Action,Kathleen Kennedy,Sam Mercer,Frank Marshall
1214,Knowing,50000000,186450317,tt0448011,50000000,155446362,Action,Alex Proyas,Todd Black,Jason Blumenthal
1215,The Ring Two,50000000,161941727,tt0377109,50000000,161451538,Drama,Walter F. Parkes,Laurie MacDonald,Hideo Nakata
1216,We Bought a Zoo,50000000,118729073,tt1389137,50000000,120081841,Drama,Julie Yorn,Cameron Crowe,Marc Gordon
1217,Moneyball,50000000,111300835,tt1210166,50000000,110206216,Drama,Michael De Luca,Rachael Horovitz,Brad Pitt
1219,Christmas with the Kranks,50000000,96469187,tt0388419,60000000,96600000,Comedy,Michael Barnathan,Chris Columbus,Mark Radcliffe
1220,V for Vendetta,50000000,130214162,tt0434409,54000000,132511035,Action,Joel Silver,Grant Hill,The Wachowskis
1221,Outbreak,50000000,190023573,tt0114069,50000000,189859560,Action,Gail Katz,Arnold Kopelson,Anne Kopelson
1222,Race to Witch Mountain,50000000,105103784,tt1075417,50000000,106303988,Adventure,Andrew Gunn,Andy Fickman,Dwayne Johnson
1223,The Forgotten,50000000,117211892,tt0356618,42000000,117575636,Crime,Bruce Cohen,Dan Jinks,Joe Roth
1225,Shanghai Knights,50000000,88316835,tt0300471,50000000,88323487,Action,Roger Birnbaum,Gary Barber,Jonathan Glickman
1227,Curious George,50000000,71052604,tt0381971,50000000,69834815,Adventure,Ron Howard,David Kirschner,Jon Shapiro
1228,American Reunion,50000000,236799211,tt1605630,50000000,234989584,Comedy,Chris Moore,Craig Perry,Adam Herz
1229,Hansel & Gretel: Witch Hunters,50000000,214949716,tt1428538,50000000,224803475,Fantasy,Will Ferrell,Beau Flynn,Adam McKay
1232,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,tt4172430,50000000,69411370,Action,Michael Bay,Erwin Stoff,Michael Bay
1233,Unfaithful,50000000,119114494,tt0250797,50000000,119137784,Thriller,Adrian Lyne,Arnon Milchan,G. Mac Brown
1235,Syriana,50000000,92690959,tt0365737,50000000,94000000,Drama,Jennifer Fox,Michael Nozik,Georgia Kacandes
1237,The Book of Life,50000000,97651543,tt2262227,50000000,97437106,Romance,Aaron Berger,Brad Booker,Guillermo del Toro
1238,Absolute Power,50000000,50068310,tt0118548,50000000,50068310,Crime,Clint Eastwood,Karen S. Spiegel,Clint Eastwood
1239,Firewall,50000000,82751189,tt0408345,45000000,82800000,Thriller,Armyan Bernstein,Basil Iwanyk,Richard Loncraine
1240,The Game,50000000,80369970,tt0119174,50000000,109423648,Drama,Steve Golin,Ceán Chaffin,David Fincher
1241,G.I. Jane,50000000,48169156,tt0119173,50000000,48169156,Action,Ridley Scott,Roger Birnbaum,Demi Moore
1242,Into the Storm,50000000,150429371,tt2106361,50000000,160602194,Action,Todd Garner,Steven Quale,Richard Armitage
1243,The Judge,50000000,76073556,tt1872194,50000000,83719388,Drama,Susan Downey,David Gambino,David Dobkin
1244,Silent Hill,50000000,94704227,tt0384537,50000000,97607453,Horror,Samuel Hadida,Don Carmody,Christophe Gans
1247,The Replacements,50000000,50054511,tt0191397,50000000,50100000,Comedy,Dylan Sellers,Howard Deutch,Keanu Reeves
1248,The Negotiator,50000000,49105766,tt0120768,50000000,44547681,Action,David Hoberman,Arnon Milchan,F. Gary Gray
1249,War Dogs,50000000,86234503,tt2005151,40000000,86234523,Comedy,Mark Gordon,Todd Phillips,Bradley Cooper
1250,Beverly Hills Cop III,50000000,119180938,tt0109254,50000000,119208989,Action,Mace Neufeld,Robert Rehme,John Landis
1251,Gremlins 2: The New Batch,50000000,41476097,tt0099700,50000000,41482207,Comedy,Michael Finnell,Joe Dante,Chuck Jones
1252,The Peacemaker,50000000,62967368,tt0119874,50000000,110400000,Action,Walter F. Parkes,Branko Lustig,Mimi Leder
1253,Out of Time,50000000,55489826,tt0313443,50000000,55495563,Thriller,Jesse Beaton,Damien Saccani,Neal H. Moritz
1255,The Beach,50000000,39778599,tt0163978,40000000,144056873,Drama,Andrew Macdonald,Danny Boyle,Leonardo DiCaprio
1257,On Deadly Ground,50000000,38590458,tt0110725,50000000,49000000,Action,Steven Seagal,A. Kitman Ho,Julius R. Nasso
1258,Ninja Assassin,50000000,62209892,tt1186367,40000000,60462347,Action,Joel Silver,Lana Wachowski,Lilly Wachowski
1259,Raising Helen,50000000,49842431,tt0350028,50000000,49718611,Drama,Ashok Amritraj,David Hoberman,Garry Marshall
1260,The Nice Guys,50000000,59596747,tt3799694,50000000,62788218,Action,Joel Silver,Shane Black,Russell Crowe
1262,Jack Frost,50000000,34645374,tt0141109,27000000,34500000,Comedy,Irving Azoff,Mark Canton,Troy Miller
1263,Marmaduke,50000000,89895930,tt1392197,50000000,83761844,Family,John Davis,Tom Dey,Owen Wilson
1264,Striptease,50000000,113309743,tt0117765,50000000,113309743,Drama,Andrew Bergman,Mike Lobell,Andrew Bergman
1265,Hereafter,50000000,108660270,tt1212419,50000000,105197635,Drama,Clint Eastwood,Kathleen Kennedy,Robert Lorenz
1266,Murder by Numbers,50000000,56643267,tt0264935,50000000,56714147,Crime,Barbet Schroeder,Barbet Schroeder,Sandra Bullock
1267,Assassins,50000000,83306268,tt0112401,50000000,30303072,Action,Richard Donner,Joel Silver,Bruce A. Evans
1269,Zoolander 2,50000000,55348693,tt1608290,50000000,55969000,Comedy,Stuart Cornfeld,Scott Rudin,Ben Stiller
1270,Defiance,50000000,52987754,tt1034303,32000000,51155219,Action,Edward Zwick,Pieter Jan Brugge,Edward Zwick
1272,The Story of Us,50000000,27100030,tt0160916,50000000,58900031,Comedy,Jessie Nelson,Rob Reiner,Alan Zweibel
1273,The Host,50000000,64477051,tt1517260,44000000,63327201,Action,Stephenie Meyer,Nick Wechsler,Steve Schwartz
1274,Basic,50000000,42598498,tt0264395,50000000,42792561,Action,Mike Medavoy,Michael Tadross,Dror Soref
1275,Run All Night,50000000,71561644,tt2199571,50000000,71561644,Action,Roy Lee,Michael Tadross,Brooklyn Weaver
1277,The International,50000000,53850527,tt0963178,50000000,60161391,Drama,Charles Roven,Richard Suckle,Lloyd Phillips
1278,Escape from L.A.,50000000,25426861,tt0116225,50000000,42277365,Action,Debra Hill,Kurt Russell,John Carpenter
1279,Twisted,50000000,40119848,tt0315297,50000000,25195000,Action,Barry Baeres,Anne Kopelson,Arnold Kopelson
1281,The Life Aquatic with Steve Zissou,50000000,34806726,tt0362270,50000000,34808403,Adventure,Wes Anderson,Barry Mendel,Scott Rudin
1282,The Iron Giant,50000000,31333917,tt0129167,70000000,23159305,Adventure,Allison Abbate,Des McAnuff,Brad Bird
1284,Your Highness,50000000,26121638,tt1240982,49900000,26121638,Comedy,Scott Stuber,David Gordon Green,Danny McBride
1285,Snowden,50000000,35380918,tt3774114,40000000,37279439,Drama,Moritz Borman,Eric Kopeloff,Philip Schulz-Deyle
1286,Dream House,50000000,41642166,tt1462041,50000000,38502340,Drama,Jim Sheridan,James G. Robinson,David C. Robinson
1287,Free State of Jones,50000000,23237252,tt1124037,50000000,25035950,War,Jon Kilik,Gary Ross,Scott Stuber
1288,Gamer,50000000,42002029,tt1034032,50000000,40828540,Action,Tom Rosenberg,Gary Lucchesi,Richard Wright
1289,Man of the House,50000000,22099706,tt0331933,40000000,21600000,Comedy,Steven Reuther,Todd Garner,Allyn Stewart
1290,The Life of David Gale,50000000,28920188,tt0289992,50000000,38955598,Drama,Alan Parker,Nicolas Cage,Nigel Sinclair
1291,Beautiful Creatures,50000000,60282876,tt1559547,60000000,60052138,Fantasy,Andrew A. Kosove,Broderick Johnson,Erwin Stoff
1292,Into the Blue,50000000,41982227,tt0378109,50000000,44434439,Action,David Zelon,John Stockwell,Paul Walker
1293,Eastern Promises,50000000,56077088,tt0765443,51500000,55112356,Thriller,Paul Webster,Robert Lantos,David Cronenberg
1297,Fair Game,50000000,26097497,tt0977855,22000000,24188922,Drama,Jez Butterworth,Akiva Goldsman,Doug Liman
1298,Drive Angry,50000000,41042583,tt1502404,50000000,28931401,Fantasy,René Besson,Michael De Luca,Adam Fields
1299,Mad City,50000000,10561038,tt0119592,50000000,10541523,Action,Arnold Kopelson,Anne Kopelson,Costa-Gavras
1300,The Scarlet Letter,50000000,10359006,tt0114345,50000000,10382407,Drama,Roland Joffé,Andrew G. Vajna,Roland Joffé
1301,Domino,50000000,23574057,tt0421054,50000000,22944502,Action,Samuel Hadida,Tony Scott,Tony Scott
1302,Jade,50000000,9812870,tt0113451,50000000,9851610,Action,Robert Evans,Gary Adelson,Craig Baumgarten
1303,Street Fighter: The Legend of Chun-Li,50000000,12660287,tt0891592,50000000,12764201,Action,Patrick Aiello,Ashok Amritraj,Andrzej Bartkowiak
1304,Death to Smoochy,50000000,8374062,tt0266452,55000000,8300000,Comedy,Andrew Lazar,Peter MacGregor-Scott,Danny DeVito
1308,The Big Bounce,50000000,6626115,tt0315824,50000000,6808550,Comedy,George Armitage,Steve Bing,George Armitage
1309,What Planet Are You From?,50000000,6291602,tt0181151,60000000,14100000,Comedy,Neil Machlis,Mike Nichols,Garry Shandling
1313,Child 44,50000000,8004221,tt1014763,50000000,3324330,Crime,Ridley Scott,Michael Schaefer,Greg Shapiro
1319,The One,49000000,72689126,tt0267804,49000000,72700000,Action,Steve Chasman,Glen Morgan,Charles Newirth
1320,Chappie,49000000,105002056,tt1823672,49000000,104399548,Crime,Neill Blomkamp,Simon Kinberg,Neill Blomkamp
1321,The Adventures of Ford Fairlane,49000000,20423389,tt0098987,49000000,20423389,Action,Steve Perry,Joel Silver,Renny Harlin
1322,Anna Karenina,49000000,71004627,tt0118623,35000000,791830,Drama,Bruce Davey,Bernard Rose,Sophie Marceau
1324,The Ring,48000000,248218486,tt0298130,48000000,249348933,Horror,Walter F. Parkes,Laurie MacDonald,Gore Verbinski
1325,Traffic,48000000,208300000,tt0181865,48000000,207515725,Thriller,Edward Zwick,Marshall Herskovitz,Laura Bickford
1326,Panic Room,48000000,196308367,tt0258000,48000000,196397415,Crime,Ceán Chaffin,Judy Hofflund,David Koepp
1327,Taken 3,48000000,327656424,tt2446042,48000000,325771424,Thriller,Luc Besson,Olivier Megaton,Liam Neeson
1329,The Thomas Crown Affair,48000000,124304264,tt0155267,48000000,124305181,Drama,Michael Tadross,Pierce Brosnan,Beau St. Clair
1331,The Bone Collector,48000000,151463090,tt0145681,73000000,151493655,Drama,Martin Bregman,Michael Bregman,Louis A. Stroller
1332,Three Kings,48000000,107752036,tt0120188,75000000,108000000,Action,Charles Roven,Paul Junger Witt,Edward L. McDonnell
1333,Tooth Fairy,48000000,112610386,tt0808510,48000000,112462508,Comedy,Jim Piddock,Mark Ciardi,Gordon Gray
1334,Rat Race,48000000,86607223,tt0250687,48000000,85498534,Adventure,Jerry Zucker,Janet Zucker,Sean Daniel
1335,3:10 to Yuma,48000000,71171825,tt0381849,55000000,70016220,Western,Cathy Konrad,James Mangold,Russell Crowe
1336,K-PAX,48000000,64978140,tt0272152,48000000,50315140,Drama,Robert F. Colesberry,Lawrence Gordon,Lloyd Levin
1338,Bedazzled,48000000,90376224,tt0230030,48000000,90383208,Fantasy,Trevor Albert,Harold Ramis,Harold Ramis
1339,Out of Sight,48000000,77562568,tt0120780,48000000,77745568,Romance,Danny DeVito,Michael Shamberg,Stacey Sher
1342,Rambo,47500000,113244290,tt0462499,50000000,113244290,Action,Avi Lerner,Kevin King-Templeton,John Thompson
1343,The Infiltrator,47500000,22152137,tt1355631,25000000,15436808,Crime,Paul M. Brennan,Brad Furman,Miriam Segal
1344,Dick Tracy,47000000,162738726,tt0099422,47000000,103738726,Adventure,Warren Beatty,Warren Beatty,Warren Beatty
1346,The Cable Guy,47000000,102825796,tt0115798,47000000,102825796,Comedy,Judd Apatow,Andrew Licht,Jeffrey A. Mueller
1347,Addams Family Values,47000000,46293855,tt0106220,47000000,48919043,Comedy,Scott Rudin,Barry Sonnenfeld,Anjelica Huston
1349,Riding in Cars with Boys,47000000,29781453,tt0200027,48000000,35743308,Comedy,James L. Brooks,Laurence Mark,Sara Colleton
1350,Happily NEver After,47000000,37923818,tt0308353,47000000,38085778,Animation,John H. Williams,Paul J. Bolger,Sarah Michelle Gellar
1351,Solaris,47000000,14970038,tt0307479,47000000,30002758,Drama,James Cameron,Jon Landau,Rae Sanchini
1352,Jonah Hex,47000000,11022696,tt1075747,47000000,10539000,Action,Akiva Goldsman,Andrew Lazar,Jimmy Hayward
1353,Mary Reilly,47000000,12900000,tt0117002,47000000,12379402,Drama,Norma Heyman,Ned Tanen,Nancy Graham Tanen
1356,My Best Friends Wedding,46000000,298923419,tt0119738,38000000,299288605,Comedy,Jerry Zucker,Ronald Bass,Gil Netter
1357,Americas Sweethearts,46000000,160648493,tt0265029,64400000,138200000,Comedy,Susan Arnold,Billy Crystal,Donna Arkoff Roth
1358,Star Trek: First Contact,46000000,150000000,tt0117731,46000000,150000000,Science Fiction,Rick Berman,Marty Hornstein,Peter Lauritson
1359,Insomnia,46000000,113622499,tt0278504,46000000,113714830,Crime,Paul Junger Witt,Edward L. McDonnell,Broderick Johnson
1360,Prisoners,46000000,113361720,tt1392214,46000000,122126687,Drama,Broderick Johnson,Kira Davis,Andrew A. Kosove
1361,Courage Under Fire,46000000,100833145,tt0115956,46000000,100860818,Drama,John Davis,Joseph M. Singer,David T. Friendly
1364,Liar Liar,45000000,302710615,tt0119528,45000000,302710615,Comedy,Brian Grazer,Tom Shadyac,Jim Carrey
1367,The Flintstones,45000000,358500000,tt0109813,46000000,341631208,Fantasy,Bruce Cohen,Brian Levant,John Goodman
1368,Scary Movie 3,45000000,155200000,tt0306047,48000000,220673217,Comedy,Robert K. Weiss,David Zucker,David Zucker
1369,Miss Congeniality,45000000,213420951,tt0212346,45000000,212000000,Comedy,Sandra Bullock,Donald Petrie,Sandra Bullock
1370,Pitch Perfect 3,45000000,185736412,tt4765284,45000000,185400000,Comedy,Elizabeth Banks,Paul Brooks,Max Handelman
1371,Journey to the Center of the Earth,45000000,243180937,tt0373051,45000000,101702060,Action,Beau Flynn,Charlotte Huggins,Eric Brevig
1372,The Pelican Brief,45000000,187995859,tt0107798,45000000,195268056,Drama,Alan J. Pakula,Pieter Jan Brugge,Bryan D. Gilchrist
1373,The Princess Diaries 2: Royal Engagement,45000000,134713435,tt0368933,40000000,95149435,Comedy,Whitney Houston,Debra Martin Chase,Garry Marshall
1374,The Bucket List,45000000,174807445,tt0825232,45000000,175372502,Drama,Craig Zadan,Neil Meron,Alan Greisman
1375,The Client,45000000,117615211,tt0109446,45000000,117615211,Drama,Arnon Milchan,Steven Reuther,Joel Schumacher
1377,Patriot Games,45000000,178100000,tt0105112,45000000,178051587,Drama,Mace Neufeld,Robert Rehme,Phillip Noyce
1378,Monster-in-Law,45000000,155931301,tt0369735,43000000,154749918,Romance,Chris Bender,J.C. Spink,Paula Weinstein
1379,Training Day,45000000,104505362,tt0139654,45000000,104876233,Action,Bobby Newmyer,Jeffrey Silver,Antoine Fuqua
1380,The Girl on the Train,45000000,174278214,tt3631112,45000000,173185859,Crime,Marc Platt,Jared LeBoff,Tate Taylor
1381,Galaxy Quest,45000000,90523726,tt0177789,45000000,90683916,Comedy,Mark Johnson,Charles Newirth,Dean Parisot
1382,Scary Movie 2,45000000,141189101,tt0257106,45000000,141220678,Comedy,Eric L. Gold,Keenen Ivory Wayans,Shawn Wayans
1383,Blade,45000000,131237688,tt0120611,45000000,131183530,Horror,Peter Frankfurt,Wesley Snipes,Robert Engelman
1384,Coach Carter,45000000,76665507,tt0393162,30000000,76669806,Drama,David Gale,Brian Robbins,Michael Tollin
1386,Changing Lanes,45000000,66790248,tt0264472,45000000,94935764,Action,Scott Rudin,Roger Michell,Ben Affleck
1387,Anaconda,45000000,136998907,tt0118615,45000000,136885767,Adventure,Verna Harrah,Carol Little,Leonard Rabinowitz
1388,Underworld: Evolution,45000000,113417762,tt0401855,50000000,111340801,Fantasy,Tom Rosenberg,Gary Lucchesi,David Coatsworth
1390,Coyote Ugly,45000000,113916474,tt0200550,45000000,113916474,Comedy,Jerry Bruckheimer,Chad Oman,David McNally
1392,Jack,45000000,58617334,tt0116669,45000000,58620973,Comedy,Ricardo Mestres,Francis Ford Coppola,Fred Fuchs
1393,The Specialist,45000000,170362581,tt0111255,45000000,170362582,Action,Jerry Weintraub,Luis Llosa,Sylvester Stallone
1395,Tin Cup,45000000,75854588,tt0117918,45000000,53854588,Comedy,Gary Foster,Ron Shelton,Kevin Costner
1397,Kicking and Screaming,45000000,55842724,tt0113537,1300000,718490,Comedy,Joel Castleberg,Noah Baumbach,Josh Hamilton
1398,The Hitchhikers Guide to the Galaxy,45000000,102746214,tt0371724,50000000,104478416,Adventure,Gary Barber,Roger Birnbaum,Jonathan Glickman
1399,Resident Evil: Extinction,45000000,149871103,tt0432021,45000000,148412065,Horror,Bernd Eichinger,Samuel Hadida,Robert Kulzer
1401,Savages,45000000,82513490,tt1615065,45000000,82966152,Crime,Moritz Borman,Eric Copeloff,Oliver Stone
1402,The River Wild,45000000,94215000,tt0110997,45000000,94200000,Action,Lawrence Turman,David Foster,Curtis Hanson
1403,Blended,45000000,127990741,tt1086772,40000000,123494610,Comedy,Adam Sandler,Jack Giarraputo,Mike Karz
1404,All Eyez on Me,45000000,57697426,tt1666185,45000000,54900000,Drama,David Robinson,L.T. Hutton,James G. Robinson
1406,Last Holiday,45000000,43343247,tt0408985,45000000,38399961,Adventure,Laurence Mark,Jack Rapke,Wayne Wang
1407,16 Blocks,45000000,65595141,tt0450232,55000000,65664721,Action,Avi Lerner,Randall Emmett,John Thompson
1408,The Indian in the Cupboard,45000000,35627222,tt0113419,45000000,35700000,Adventure,Kathleen Kennedy,Frank Marshall,Jane Startz
1409,Cellular,45000000,61453420,tt0337921,25000000,56422687,Action,Dean Devlin,Lauren Lloyd,David R. Ellis
1411,The Ant Bully,45000000,49610898,tt0429589,50000000,55181129,Fantasy,Tom Hanks,Gary Goetzman,John A. Davis
1414,Aliens in the Attic,45000000,59551283,tt0775552,45000000,57881056,Adventure,Barry Josephson,John Schultz,Carter Jenkins
1415,Across the Universe,45000000,29367143,tt0445922,70800000,29600000,Adventure,Matthew Gross,Jennifer Todd,Suzanne Todd
1416,Revolutionary Road,45000000,79604820,tt0959337,35000000,75225693,Drama,Bobby Cohen,Sam Mendes,Scott Rudin
1417,Babylon A.D.,45000000,70216497,tt0364970,70000000,72108608,Action,Ilan Goldman,Mathieu Kassovitz,Vin Diesel
1419,Frankenstein,45000000,112006296,tt0109836,45000000,112006296,Drama,Francis Ford Coppola,James V. Hart,John Veitch
1420,The Glimmer Man,45000000,36404841,tt0116421,45000000,20351264,Action,Julius R. Nasso,Steven Seagal,John Gray
1422,Multiplicity,45000000,20133326,tt0117108,45000000,21075014,Comedy,Trevor Albert,Harold Ramis,Harold Ramis
1423,The Pledge,45000000,29406132,tt0237572,35000000,29400000,Crime,Michael Fitzgerald,Sean Penn,Jack Nicholson
1425,The Phantom,45000000,17220599,tt0117331,45000000,17300889,Adventure,Alan Ladd Jr.,Robert Evans,Simon Wincer
1428,All the Pretty Horses,45000000,18120267,tt0149624,57000000,18100000,Drama,Robert Salerno,Billy Bob Thornton,Billy Bob Thornton
1429,Bangkok Dangerous,45000000,46598133,tt0814022,45000000,42487390,Action,Nicolas Cage,Norman Golightly,William Sherak
1430,Nixon,45000000,34668249,tt0113987,44000000,13681765,History,Clayton Townsend,Oliver Stone,Andrew G. Vajna
1432,The Rum Diary,45000000,21544732,tt0376136,45000000,24000000,Drama,Johnny Depp,Graham King,Christi Dembrowski
1433,Deep Rising,45000000,11203026,tt0118956,45000000,11203026,Adventure,John Baldecchi,Mario Iscovich,Laurence Mark
1438,Miracle at St. Anna,45000000,9676497,tt1046997,45000000,9323833,Drama,Spike Lee,Roberto Cicutto,Luigi Musini
1439,Big Trouble,45000000,8488871,tt0246464,40000000,8493890,Action,Barry Sonnenfeld,Barry Josephson,Tom Jacobson
1441,Love in the Time of Cholera,45000000,31077418,tt0484740,45000000,4607608,Drama,Scott Steindorff,Mike Newell,Javier Bardem
1442,Pinocchio,45000000,31681811,tt0255477,40000000,41323171,Comedy,Gianluigi Braschi,Roberto Benigni,Roberto Benigni
1443,Shadow Conspiracy,45000000,2154540,tt0120107,45000000,2154540,Action,Andrew G. Vajna,Buzz Feitshans,Terry Collis
1444,Foodfight!,45000000,73706,tt0249516,65000000,73706,Animation,George Johnsen,Lawrence Kasanoff,Joshua Wexler
1446,Argo,44500000,227140757,tt1024648,44500000,232324128,Drama,Ben Affleck,George Clooney,Grant Heslov
1447,The Fugitive,44000000,353715317,tt0106977,44000000,368875760,Adventure,Anne Kopelson,Arnold Kopelson,Andrew Davis
1449,Sleepers,44000000,165600852,tt0117665,44000000,165615285,Crime,Barry Levinson,Steve Golin,Barry Levinson
1450,Charlie St. Cloud,44000000,48478084,tt1438254,44000000,48190704,Drama,Marc Platt,Ben Sherwood,Burr Steers
1451,The Juror,44000000,22730924,tt0116731,44000000,22700000,Drama,Irwin Winkler,Brian Gibson,Demi Moore
