Index,original_title,production_budget,worldwide_gross,imbd_id,budget,revenue,genres,producers,director,starring
2086,Entourage,30000000,46438538,tt1674771,30000000,49263404,Comedy,Mark Wahlberg,Stephen Levinson,Doug Ellin
2087,Whats the Worst That Could Happen?,30000000,38462071,tt0161083,45000000,38400000,Action,Lawrence Turman,David Hoberman,Ashok Amritraj
2088,Side Effects,30000000,66742138,tt2053463,30000000,63372757,Thriller,Lorenzo di Bonaventura,Gregory Jacobs,Scott Z. Burns
2089,9,30000000,48559999,tt0472033,30000000,48428063,Action,Jim Lemley,1,Tim Burton
2090,Deliver Us from Evil,30000000,87956618,tt2377322,30000000,87900000,Thriller,Jerry Bruckheimer,Scott Derrickson,Eric Bana
2091,Get on Up,30000000,33339868,tt2473602,30000000,31911598,Drama,Brian Grazer,Mick Jagger,Tate Taylor
2093,The Five-Year Engagement,30000000,61623819,tt1195478,30000000,53909751,Comedy,Judd Apatow,Nicholas Stoller,Rodney Rothman
2094,The Prince & Me,30000000,30089110,tt0337697,22000000,37666766,Comedy,Mark Amin,Martha Coolidge,Julia Stiles
2095,Winnie the Pooh,30000000,50145607,tt1449283,30000000,14460000,Animation,Peter Del Vecho,Clark Spencer,Stephen J. Anderson
2096,Bulworth,30000000,29203383,tt0118798,30000000,29202884,Comedy,Warren Beatty,Pieter Jan Brugge,Warren Beatty
2097,Dumb and Dumberer: When Harry Met Lloyd,30000000,28986358,tt0329028,19000000,39267515,Comedy,Troy Miller,Brad Krevoy,Mark Burg
2099,Virtuosity,30000000,23998226,tt0114857,30000000,24048000,Action,Gary Lucchesi,Brett Leonard,Denzel Washington
2100,One True Thing,30000000,26708196,tt0120776,30000000,26616840,Drama,Jesse Beaton,Leslie Morgan,Harry J. Ufland
2101,Sanctum,30000000,108957098,tt0881320,30000000,108609310,Action,Andrew Wight,Alister Grierson,Richard Roxburgh
2102,My Super Ex-Girlfriend,30000000,60772856,tt0465624,30000000,60896147,Fantasy,Arnon Milchan,Gavin Polone,Ivan Reitman
2104,Mr. 3000,30000000,21827296,tt0339412,30000000,21800302,Comedy,Gary Barber,Roger Birnbaum,Maggie Wilde
2106,The Next Three Days,30000000,67255916,tt1458175,30000000,51148651,Romance,Michael Nozik,Olivier Delbosc,Paul Haggis
2108,Sleepless,30000000,33296659,tt2072233,30000000,32540674,Action,Roy Lee,Adam Stone,Baran bo Odar
2109,Little Black Book,30000000,21758371,tt0361841,35000000,22034832,Comedy,Elaine Goldsmith-Thomas,Deborah Schindler,William Sherak
2111,Nine Lives,30000000,57814445,tt4383594,30000000,57814445,Fantasy,Lisa Ellzey,Barry Sonnenfeld,Kevin Spacey
2112,Runner Runner,30000000,60512680,tt2364841,30000000,62616646,Crime,Arnon Milchan,Jennifer Davisson Killoran,Leonardo DiCaprio
2113,The Replacement Killers,30000000,19035741,tt0120008,30000000,19204929,Action,Bernie Brillstein,Brad Grey,Antoine Fuqua
2115,Ultraviolet,30000000,30962112,tt0370032,30000000,31070211,Science Fiction,John Baldecchi,Kurt Wimmer,Milla Jovovich
2116,North Country,30000000,23676771,tt0395972,35000000,25224242,Drama,Nick Wechsler,Niki Caro,Charlize Theron
2117,Fright Night,30000000,40520649,tt1438176,17000000,24922237,Horror,Michael De Luca,Alison Rosenzweig,Craig Gillespie
2119,Steve Jobs,30000000,35579007,tt2080374,30000000,34441873,Drama,Danny Boyle,Guymon Casady,Christian Colson
2121,Eight Legged Freaks,30000000,36722311,tt0271367,30000000,45000000,Action,Dean Devlin,Ellory Elkayem,David Arquette
2122,Fled,30000000,19892205,tt0116320,25000000,17193231,Action,"Frank Mancuso, Jr.",Kevin Hooks,Laurence Fishburne
2124,88 Minutes,30000000,32955399,tt0411061,30000000,16930884,Crime,Jon Avnet,Randall Emmett,Gary Scott Thompson
2125,The Whole Ten Yards,30000000,26323969,tt0327247,40000000,26155781,Comedy,David Willis,Allan Kaufman,Howard Deutch
2127,Pride and Glory,30000000,32262866,tt0482572,30000000,31148328,Thriller,Greg OConnor,Gavin OConnor,Edward Norton
2129,The Cave,30000000,27147991,tt0402901,30000000,15007991,Action,Richard S. Wright,Andrew Mason,Tom Rosenberg
2130,Godsend,30000000,16873925,tt0335121,25000000,30114487,Drama,Marc Butan,Sean OKeefe,Cathy Schulman
2132,Wicker Park,30000000,21577076,tt0324554,30000000,13001257,Drama,Gary Lucchesi,Andre Lamal,Marcus Viscidi
2133,The New World,30000000,26184400,tt0402399,30000000,30536013,Drama,Sarah Green,Terrence Malick,Colin Farrell
2134,Evening,30000000,12885574,tt0765447,30000000,20016753,Drama,Jeffrey Sharp,Lajos Koltai,Claire Danes
2135,The Last Stand,30000000,48330757,tt1549920,30000000,48300000,Action,Lorenzo di Bonaventura,Kim Jee-woon,Arnold Schwarzenegger
2137,Wing Commander,30000000,11578022,tt0131646,30000000,11600000,Action,Todd Moyer,Chris Roberts,Freddie Prinze
2139,Antitrust,30000000,17865209,tt0218817,30000000,18195610,Action,David Hoberman,Ashok Amritraj,C. O. Erickson
2140,Dead Man Down,30000000,19599974,tt2101341,30000000,18074539,Thriller,Neal H. Moritz,J.H. Wyman,Niels Arden Oplev
2143,First Daughter,30000000,10419084,tt0361620,30000000,10400000,Comedy,John Davis,Mike Karz,Wyck Godfrey
2144,The Lost City of Z,30000000,17121823,tt1212428,30000000,8574339,Action,Dede Gardner,Jeremy Kleiner,Anthony Katagas
2145,An Unfinished Life,30000000,18535575,tt0350261,30000000,18618284,Drama,Leslie Holleran,Alan Ladd, Jr.
2146,The Space Between Us,30000000,16481405,tt3922818,30000000,14793385,Romance,Richard Barton Lewis,Peter Chelsom,Gary Oldman
2148,The Imaginarium of Doctor Parnassus,30000000,64352607,tt1054606,30000000,64352607,Adventure,Samuel Hadida,Amy Gilliam,William Vince
2150,Trapped,30000000,7005468,tt0280380,30000000,6916869,Action,Mark Canton,Luis Mandoki,Mimi Polk Gitlin
2156,Gloria,30000000,4967493,tt0120683,30000000,4197729,Drama,Gary Foster,Lee Rich,Sidney Lumet
2159,The Merchant of Venice,30000000,18765585,tt0379889,30000000,21417725,Drama,Cary Brokaw,Michael Cowan,Jason Piette
2161,Supercross,30000000,3252550,tt0403016,30000000,3102550,Action,Steve Austin,Richard Gabai,J. Todd Harris
2162,Miss Potter,30000000,35891257,tt0482546,30000000,35078241,Drama,David Kirschner,Chris Noonan,Renée Zellweger
2166,Machine Gun Preacher,30000000,3721988,tt1586752,30000000,2527904,Action,Robbie Brenner,Deborah Giarratana,Craig Chapman
2168,DOA: Dead or Alive,30000000,7755686,tt0398913,21000000,480314,Adventure,Paul W. S. Anderson,Jeremy Bolt,Corey Yuen
2172,Wild Card,30000000,4315789,tt2231253,30000000,6700000,Thriller,Jason Statham,Steve Chasman,Simon West
2179,Ripleys Game,30000000,1692644,tt0265651,30000000,,Crime,Simon Bosanquet,Ricardo Tozzi,Ileen Maisel
2181,Collide,29200000,5466698,tt2126235,21500000,4811525,Thriller,Joel Silver,Ben Pugh,Rory Aitken
2182,Pitch Perfect 2,29000000,287215196,tt2848292,29000000,287506194,Comedy,Paul Brooks,Max Handelman,Elizabeth Banks
2183,Walk the Line,29000000,187707495,tt0358273,28000000,186438883,Drama,James Keach,Cathy Konrad,James Mangold
2185,The Boss,29000000,78652207,tt2702724,29000000,78636257,Comedy,Ben Falcone,Melissa McCarthy,Will Ferrell
2187,Once Upon a Time in Mexico,29000000,97413527,tt0285823,29000000,98185582,Action,Elizabeth Avellán,Carlos Gallardo,Robert Rodriguez
2188,Awakenings,29000000,51636504,tt0099077,29000000,52096475,Drama,Walter F. Parkes,Lawrence Lasker,Penny Marshall
2189,Keeping the Faith,29000000,45336404,tt0171433,30000000,37036004,Comedy,Hawk Koch,Edward Norton,Stuart Blumberg
2191,Florence Foster Jenkins,29000000,56000339,tt4136084,29000000,48902953,Comedy,Michael Kuhn,Tracey Seaward,Stephen Frears
2194,Frost/Nixon,29000000,28452945,tt0870111,25000000,27400000,Drama,Brian Grazer,Ron Howard,Tim Bevan
2195,Seed of Chucky,29000000,24716190,tt0387575,12000000,24829644,Drama,David Kirschner,Corey Sienega,Don Mancini
2196,Serving Sara,29000000,20146150,tt0261289,29000000,16930185,Comedy,Dan Halsted,Reginald Hudlin,Matthew Perry
2197,Confessions of a Dangerous Mind,29000000,33013805,tt0270288,30000000,33013805,Comedy,Andrew Lazar,George Clooney,Drew Barrymore
2198,Taking Woodstock,29000000,10066366,tt1127896,30000000,10000000,Music,James Schamus,Ang Lee,Celia Costas
2201,Mumford,28700000,4559569,tt0140397,28000000,4600000,Comedy,Lawrence Kasdan,Charles Okun,Lawrence Kasdan
2202,The Jacket,28500000,15452978,tt0366627,29000000,21126225,Drama,George Clooney,Peter Guber,Steven Soderbergh
2205,Straight Outta Compton,28000000,202182981,tt1398426,28000000,201634991,Drama,Ice Cube,Tomica Woods-Wright,Dr. Dre
2206,Girls Trip,28000000,140886353,tt3564472,20000000,140900000,Comedy,Will Packer,Malcolm D. Lee,Malcolm D. Lee
2207,The Rugrats Movie,28000000,140894685,tt0134067,30000000,100491683,Animation,Arlene Klasky,Gábor Csupó,Igor Kovalyov
2210,Along Came a Spider,28000000,105159085,tt0164334,60000000,105178561,Crime,David Brown,Joe Wizan,Lee Tamahori
2212,Safe Haven,28000000,94050951,tt1702439,28000000,97594140,Romance,Marty Bowen,Chad Freet,Wyck Godfrey
2213,The Big Short,28000000,133162752,tt1596363,28000000,133346506,Comedy,Dede Gardner,Jeremy Kleiner,Arnon Milchan
2215,Role Models,28000000,94500826,tt0430922,28000000,92380927,Comedy,Luke Greenfield,Mary Parent,Scott Stuber
2217,Miracle,28000000,64474705,tt0349825,28000000,64445708,Drama,Mark Ciardi,Gordon Gray,Ross Greenburg
2218,Last Vegas,28000000,112914167,tt1204975,28000000,134402450,Comedy,Laurence Mark,Nathan Kahane,Amy Baer
2219,The Wedding Planner,28000000,94728529,tt0209475,35000000,94728529,Comedy,Peter Abrams,Deborah Del Prete,Jennifer Gibgot
2220,Dawn of the Dead,28000000,103452875,tt0363547,28000000,102356381,Fantasy,Richard P. Rubinstein,Marc Abraham,Eric Newman
2223,The Royal Tenenbaums,28000000,71430876,tt0265666,21000000,71441250,Comedy,Wes Anderson,Barry Mendel,Scott Rudin
2224,Identity,28000000,82119036,tt0309698,30000000,90259536,Mystery,Cathy Konrad,James Mangold,John Cusack
2225,Serendipity,28000000,77477297,tt0240890,28000000,77516304,Comedy,Peter Abrams,Simon Fields,Robert L. Levy
2226,Kick-Ass,28000000,97531134,tt1250777,28000000,96188903,Action,Matthew Vaughn,Brad Pitt,Kris Thykier
2227,Zoolander,28000000,60780981,tt0196229,28000000,60780981,Comedy,Scott Rudin,Ben Stiller,Stuart Cornfeld
2228,Timecop,28000000,102053581,tt0111438,27000000,101646581,Thriller,Moshe Diamant,Sam Raimi,Robert Tapert
2229,Hocus Pocus,28000000,45147989,tt0107120,28000000,39514713,Comedy,David Kirschner,Kenny Ortega,Bette Midler
2230,No Reservations,28000000,91943956,tt0481141,28000000,92601050,Comedy,Kerry Heysen,Sergio Aguero,Scott Hicks
2232,30 Minutes or Less,28000000,41146935,tt1622547,28000000,40547440,Action,Stuart Cornfeld,Ben Stiller,Jeremy Kramer
2233,Dracula 2000,28000000,33000377,tt0219653,28000000,33000337,Thriller,W.K. Border,Joel Soisson,Patrick Lussier
2235,Rob Roy,28000000,31390587,tt0114287,28000000,31596911,Adventure,Peter Broughan,Richard Jackson,Michael Caton-Jones
2236,3 Days to Kill,28000000,38959900,tt2172934,28000000,52597999,Action,Ryan Kavanaugh,Marc Libert,McG
2237,Kick-Ass 2,28000000,63129909,tt1650554,28000000,60700000,Action,Adam Bohling,Tarquin Pack,David Reid
2238,We Own the Night,28000000,55307857,tt0498399,21000000,54926886,Drama,Marc Butan,Joaquin Phoenix,Mark Wahlberg
2239,A Walk Among the Tombstones,28000000,62108587,tt0365907,28000000,53181600,Crime,Danny DeVito,Michael Shamberg,Stacey Sher
2240,The Spy Next Door,28000000,46752858,tt1273678,28000000,45236543,Action,Robert Simonds,Brian Levant,Jackie Chan
2241,Brick Mansions,28000000,73421224,tt1430612,28000000,68896829,Action,Luc Besson,Claude Léger,Jonathan Vanger
2242,Just My Luck,28000000,38159905,tt0397078,28000000,38159905,Comedy,Arnon Milchan,Arnold Rifkin,Donald Petrie
2243,Lost Souls,28000000,31320293,tt0160484,50000000,31355910,Horror,Meg Ryan,Nina R. Sadowsky,Janusz Kamiński
2246,Pride and Prejudice and Zombies,28000000,16638300,tt1374989,28000000,16374328,Romance,Sean McKittrick,Allison Shearmur,Natalie Portman
2247,"Mystery, Alaska",28000000,8891623,tt0134618,28000000,8888143,Drama,David E. Kelley,Jay Roach,Russell Crowe
2249,A Simple Wish,28000000,8165213,tt0120133,28000000,8345056,Adventure,Sid Sheinberg,Jon Sheinberg,Bill Sheinberg
2251,Kundun,28000000,5686694,tt0119485,28000000,5684789,Drama,Barbara De Fina,Martin Scorsese,Tenzin Thuthob Tsarong
2254,Knocked Up,27500000,219265952,tt0478311,30000000,219076518,Comedy,Judd Apatow,Shauna Robertson,Clayton Townsend
2257,Welcome Home Roscoe Jenkins,27500000,43607627,tt0494652,35000000,43650785,Comedy,Scott Stuber,Mary Parent,Charles Castaldi
2258,Joyful Noise,27500000,31157914,tt1710396,25000000,31200000,Comedy,Broderick Johnson,Andrew Kosove,Michael Nathanson
2261,Rendition,27500000,26939925,tt0804522,27500000,24748670,Drama,Steve Golin,David Kanter,Keith Redmon
2263,Limitless,27000000,155564919,tt1219289,27000000,161849455,Thriller,Leslie Dixon,Scott Kroopf,Ryan Kavanaugh
2264,Star Trek VI: The Undiscovered Country,27000000,96900000,tt0102975,27000000,96900000,Science Fiction,Ralph Winter,Steven-Charles Jaffe,Nicholas Meyer
2267,Kiss the Girls,27000000,60527873,tt0119468,27000000,60527873,Drama,David Brown,Joe Wizan,Gary Fleder
2270,The Sisterhood of the Traveling Pants 2,27000000,44270131,tt1018785,27000000,44352417,Adventure,Debra Martin Chase,Denise Di Novi,Broderick Johnson
2271,Money Monster,27000000,93466095,tt2241351,27000000,93282604,Thriller,Lara Alameddine,George Clooney,Daniel Dubiecki
2272,About a Boy,27000000,130759651,tt0276751,27000000,129000000,Drama,Jane Rosenthal,Robert De Niro,Brad Epstein
2273,Spy Kids: All the Time in the World,27000000,80681183,tt1517489,27000000,85564310,Family,Robert Rodriguez,Elizabeth Avellán,Robert Rodriguez
2274,Lake Placid,27000000,31770413,tt0139414,27000000,56870414,Horror,David E. Kelley,Michael Pressman,Peter Bogart
2275,Lucky Number Slevin,27000000,55495466,tt0425210,27000000,56308881,Drama,Chris Roberts,Kia Jam,Paul McGuigan
2278,Dark City,27000000,27257061,tt0118929,27000000,27200316,Mystery,Andrew Mason,Alex Proyas,Alex Proyas
2280,Case 39,27000000,28773827,tt0795351,27000000,29000000,Horror,Lisa Bruce,Steve Golin,Alix Madigan
2281,The Honeymooners,27000000,13174426,tt0373908,27000000,13200000,Comedy,Cedric the Entertainer,David T. Friendly,Eric Rhone
2283,The Newton Boys,27000000,10341093,tt0120769,27000000,76000000,Crime,Anne Walker-McBay,Richard Linklater,Matthew McConaughey
2284,Suspect Zero,27000000,8723600,tt0324127,27000000,13000000,Crime,Gaye Hirsch,E. Elias Merhige,Paula Wagner
2285,Martian Child,27000000,9352089,tt0415965,27000000,9400000,Drama,Ed Elbert,Drew Barrymore,David Kirschner
2287,Flawless,27000000,4485485,tt0155711,15000000,4488529,Comedy,Joel Schumacher,Jane Rosenthal,Robert De Niro
2288,Mindhunters,27000000,16566235,tt0297284,27000000,21148829,Mystery,Cary Brokaw,Akiva Goldsman,Robert F. Newmyer
2289,What Just Happened,27000000,2412123,tt0486674,25000000,6673422,Comedy,Art Linson,Mark Cuban,Robert De Niro
2294,Paul Blart: Mall Cop,26000000,185904750,tt1114740,26000000,183293131,Action,Adam Sandler,Kevin James,Todd Garner
2295,Freaky Friday,26000000,160822438,tt0322330,26000000,110230332,Comedy,Andrew Gunn,Mark Waters,Lindsay Lohan
2297,Shakespeare in Love,26000000,279500000,tt0138097,25000000,289317794,Romance,David Parfitt,Donna Gigliotti,Harvey Weinstein
2298,Kindergarten Cop,26000000,202000000,tt0099938,15000000,201957688,Comedy,Ivan Reitman,Brian Grazer,Ivan Reitman
2299,Pineapple Express,26000000,102404019,tt0910936,27000000,101624843,Action,Judd Apatow,Shauna Robertson,David Gordon Green
2300,Philadelphia,26000000,201324422,tt0107818,26000000,206678440,Drama,Jonathan Demme,Edward Saxon,Jonathan Demme
2302,Flatliners,26000000,61308153,tt0099582,26000000,61489265,Drama,Michael Douglas,Rick Bieber,Joel Schumacher
2303,Open Range,26000000,68613992,tt0316356,22000000,68296293,Western,Kevin Costner,Jake Eberts,David Valdes
2304,Red Eye,26000000,96666486,tt0421239,26000000,57891803,Horror,Chris Bender,Marianne Maddalena,Wes Craven
2307,Pain & Gain,26000000,81275291,tt1980209,25000000,86175291,Thriller,Michael Bay,Ian Bryce,Donald De Line
2308,Final Destination 2,26000000,90396664,tt0309593,26000000,90426405,Horror,Warren Zide,Craig Perry,David R. Ellis
2309,"O Brother, Where Art Thou?",26000000,75763814,tt0190590,26000000,71868327,Action,Ethan Coen,Joel Coen,George Clooney
2310,In Good Company,26000000,63463195,tt0385267,26000000,61315215,Comedy,Lawrence Pressman,Paul Weitz,Paul Weitz
2311,Legion,26000000,67647574,tt1038686,26000000,67918658,Horror,David Lancaster,Michel Litvak,Scott Stewart
2312,Lawless,26000000,54393687,tt1212450,26000000,53676580,Crime,Lucy Fisher,Douglas Wick,Megan Ellison
2313,Clockstoppers,26000000,38788828,tt0157472,26000000,38793283,Adventure,Gale Anne Hurd,Julia Pistor,Jonathan Frakes
2315,Brothers,26000000,45043870,tt0765010,26000000,43318349,Drama,Michael De Luca,Sigurjón Sighvatsson,Ryan Kavanaugh
2317,Agent Cody Banks 2: Destination London,26000000,28703083,tt0358349,26000000,28818995,Comedy,David Glasser,Bob Yari,Guy Oseary
2319,Original Sin,26000000,16521410,tt0218922,42000000,35402320,Thriller,Denise Di Novi,Kate Guinzberg,Carol Lees
2320,The Raven,26000000,30601801,tt1486192,26000000,29657751,Crime,Marc D Evans,Trevor Macy,Aaron Ryder
2321,Welcome to Mooseport,26000000,14494770,tt0361925,30000000,14000000,Comedy,Tom Schulman,Marc Frydman,Basil Iwanyk
2325,The Curse of the Jade Scorpion,26000000,18496522,tt0256524,33000000,18900000,Comedy,Letty Aronson,Woody Allen,Woody Allen
2327,The Fifth Estate,26000000,6154172,tt1837703,28000000,8555008,Drama,Steve Golin,Brad Dorros,Michael Sugar
2328,Blood and Wine,26000000,1083350,tt0115710,26000000,1100000,Crime,Jeremy Thomas,Bob Rafelson,Jack Nicholson
2332,Accidental Love,26000000,135436,tt1137470,26000000,139936,Romance,Kia Jam,Judd Payne,Matthew Rhodes
2334,Flipper,25530000,30593313,tt0116322,25530000,20080020,Adventure,James McNamara,Perry Katz,Alan Shapiro
2336,W.,25100000,28575778,tt1175491,25100000,29506464,Drama,Moritz Borman,Jon Kilik,Bill Block
2337,The Passion of the Christ,25000000,622313635,tt0335345,30000000,611899420,Drama,Bruce Davey,Mel Gibson,Stephen McEveety
2338,Mrs. Doubtfire,25000000,441286003,tt0107614,25000000,441286195,Comedy,Marsha Garces Williams,Robin Williams,Mark Radcliffe
2340,The Help,25000000,213120004,tt1454029,25000000,124272124,Drama,Chris Columbus,Michael Barnathan,Brunson Green
2344,Ride Along,25000000,153733800,tt1408253,25000000,153997819,Action,Ice Cube,Matt Alvarez,Will Packer
2345,The Bodyguard,25000000,410945720,tt0103855,25000000,411006740,Thriller,Kevin Costner,Lawrence Kasdan,Jim Wilson
2347,"Legally Blonde 2: Red, White & Blonde",25000000,125339088,tt0333780,45000000,124914842,Comedy,David Nicksay,Marc E. Platt,Jennifer Simpson
2348,Scooby-Doo 2: Monsters Unleashed,25000000,180856996,tt0331632,25000000,181466833,Mystery,Charles Roven,Richard Suckle,Raja Gosnell
2349,Anchorman: The Legend of Ron Burgundy,25000000,89476265,tt0357413,26000000,90574188,Comedy,Judd Apatow,Adam McKay,Will Ferrell
2350,Up in the Air,25000000,166842739,tt1193138,25000000,163670000,Drama,Daniel Dubiecki,Jeffrey Clifford,Ivan Reitman
2351,Freddy vs. Jason,25000000,114576403,tt0329101,30000000,114908830,Horror,Sean S. Cunningham,Ronny Yu,Monica Keena
2352,Bridge to Terabithia,25000000,137984788,tt0398808,60000000,137587063,Adventure,David L. Paterson,Lauren Levine,Hal Lieberman
2353,Jimmy Neutron: Boy Genius,25000000,102992536,tt0268397,25000000,80936232,Action,Steve Oedekerk,John A. Davis,Albie Hecht
2354,Cloverfield,25000000,171302226,tt1060277,25000000,170764026,Action,J. J. Abrams,Bryan Burk,Matt Reeves
2355,Dear John,25000000,142033509,tt0989757,25000000,114977104,Drama,Marty Bowen,Wyck Godfrey,Ryan Kavanaugh
2357,Parental Guidance,25000000,120832383,tt1047540,25000000,119772232,Comedy,Billy Crystal,Peter Chernin,Dylan Clark
2359,No Country for Old Men,25000000,164035753,tt0477348,25000000,171600000,Crime,Scott Rudin,Ethan Coen,Joel Coen
2361,Chocolat,25000000,152500343,tt0241303,25000000,152500343,Comedy,David Brown,Kit Golden,Leslie Holleran
2362,No Strings Attached,25000000,149228078,tt1411238,25000000,147780440,Comedy,Jeffrey Clifford,Joe Medjuck,Ivan Reitman
2363,Contraband,25000000,98406855,tt1524137,25000000,63100000,Thriller,Tim Bevan,Eric Fellner,Baltasar Kormákur
2365,The Lucky One,25000000,96633833,tt1327194,25000000,99357138,Drama,Denise Di Novi,Kevin McCormick,Scott Hicks
2366,Tombstone,25000000,56505065,tt0108358,25000000,56505065,Action,James Jacks,Sean Daniel,Bob Misiorowski
2367,Romeo Must Die,25000000,91036760,tt0165929,25000000,91036760,Action,Joel Silver,Jim Van Wyck,Andrzej Bartkowiak
2368,The Omen,25000000,119295584,tt0466909,25000000,119188334,Drama,Glen Williamsonn,John Moore,John Moore
2369,Final Destination 3,25000000,112798051,tt0414982,25000000,117719158,Horror,Glen Morgan,James Wong,Craig Perry
2372,Finding Neverland,25000000,115036108,tt0308644,25000000,116766556,Drama,Richard N. Gladstein,Nellie Bellflower,Marc Forster
2373,The Grey,25000000,81249176,tt1601913,25000000,77278331,Action,Jules Daly,Joe Carnahan,Ridley Scott
2374,Hide and Seek,25000000,123696741,tt0382077,25000000,122644820,Horror,Barry Josephson,John Polson,Robert De Niro
2376,The House Bunny,25000000,71390601,tt0852713,25000000,70442940,Romance,Adam Sandler,Jack Giarraputo,Allen Covert
2377,Agent Cody Banks,25000000,58240458,tt0313911,28000000,58795814,Action,David C. Glasser,Andreas Klein,Dylan Sellers
2378,Nanny McPhee,25000000,128745578,tt0396752,25000000,122489822,Fantasy,Lindsay Doran,Tim Bevan,Eric Fellner
2380,The Giver,25000000,66540205,tt0435651,25000000,66980456,Drama,Nikki Silver,Jeff Bridges,Neil Koenigsberg
2385,The Beverly Hillbillies,25000000,55598481,tt0106400,25000000,57400000,Comedy,Ian Bryce,Penelope Spheeris,Penelope Spheeris
2386,The Hours,25000000,97030468,tt0274558,25000000,41597830,Drama,Scott Rudin,Robert Fox,Stephen Daldry
2387,Money Talks,25000000,41076865,tt0119695,25000000,48400000,Action,Walter Coblenz,Tracy Kramer,Brett Ratner
2388,There Will Be Blood,25000000,77208711,tt0469494,25000000,77208711,Drama,JoAnne Sellar,Paul Thomas Anderson,Daniel Lupi
2389,The Wild Thornberrys Movie,25000000,60694737,tt0282120,35000000,60700000,Animation,Arlene Klasky,Gabor Csupo,Cathy Malkasian
2390,Rugrats Go Wild,25000000,55443032,tt0337711,25000000,55400000,Animation,Arlene Klasky,Gabor Csupo,Norton Virgien
2391,The Sisterhood of the Traveling Pants,25000000,41560117,tt0403508,25000000,39053061,Drama,Debra Martin Chase,Denise Di Novi,Andrew Kosove
2392,Undercover Brother,25000000,40796145,tt0279493,25000000,41604473,Action,Brian Grazer,Malcolm D. Lee,Eddie Griffin
2393,August: Osage County,25000000,50738810,tt1322269,25000000,74188937,Comedy,George Clooney,Grant Heslov,Jean Doumanian
2394,Kiss of the Dragon,25000000,36833473,tt0271027,25000000,64437847,Action,Luc Besson,Jet Li,Steve Chasman
2395,Million Dollar Arm,25000000,39217912,tt1647668,25000000,38307627,Drama,Joe Roth,Mark Ciardi,Gordon Gray
2396,Beauty Shop,25000000,38351350,tt0388500,25000000,36351350,Comedy,David Hoberman,Robert Teitel,George Tillman
2398,What a Girl Wants,25000000,37216643,tt0286788,25000000,50700000,Comedy,Denise Di Novi,Bill Gerber,Hunt Lowry
2401,Good Luck Chuck,25000000,60709968,tt0452625,25000000,59192128,Comedy,Mike Karz,Mark Helfrich,Dane Cook
2402,Cradle 2 the Grave,25000000,56434942,tt0306685,25000000,56489558,Action,Joel Silver,Andrzej Bartkowiak,Jet Li
2407,Bride of Chucky,25000000,50692188,tt0144120,25000000,50671850,Horror,David Kirschner,Grace Gilroy,Ronny Yu
2408,Fist Fight,25000000,40286416,tt3401882,20000000,41100000,Comedy,Shawn Levy,Max Greenfield,John Rickard
2409,August Rush,25000000,64605762,tt0426931,25000000,66122026,Family,Richard Barton Lewis,Kirsten Sheridan,Freddie Highmore
2410,Anacondas: The Hunt for the Blood Orchid,25000000,70326393,tt0366174,20000000,70992898,Adventure,Verna Harrah,Dwight H. Little,Johnny Messner
2411,The Sitter,25000000,38749404,tt1366344,25000000,34942188,Comedy,Michael De Luca,David Gordon Green,Jonah Hill
2414,Spice World,25000000,56042592,tt0120185,25000000,100000000,Adventure,Uri Fruchtmann,Barnaby Thompson,Bob Spiers
2415,Draft Day,25000000,29847480,tt2223990,25000000,28831145,Drama,Ivan Reitman,Ali Bell,Joe Medjuck
2416,The Shawshank Redemption,25000000,28419106,tt0111161,25000000,28341469,Drama,Niki Marvin,Frank Darabont,Tim Robbins
2417,Rings,25000000,82917283,tt0498381,25000000,83080890,Horror,Laurie MacDonald,Walter F. Parkes,F. Javier Gutiérrez
2418,Dance Flick,25000000,32224624,tt1153706,25000000,32000000,Action,Keenen Ivory Wayans,Shawn Wayans,Marlon Wayans
2419,Crocodile Dundee in Los Angeles,25000000,39393111,tt0231402,21150000,39438674,Adventure,Paul Hogan,Lance Hool,Simon Wincer
2420,Kingpin,25000000,32223424,tt0116778,27000000,25023434,Comedy,Brad Krevoy,Steve Stabler,Bradley Thomas
2421,Ice Princess,25000000,25732334,tt0396652,25000000,27645491,Drama,Bridget Johnson,Tim Fywell,Joan Cusack
2422,Dont Be Afraid of the Dark,25000000,39126427,tt1270761,25000000,36993168,Fantasy,Guillermo del Toro,Mark Johnson,Stephen Jones
2423,The Losers,25000000,29863840,tt0480255,25000000,23580000,Action,Joel Silver,Akiva Goldsman,Kerry Foster
2424,Fighting,25000000,32831707,tt1082601,25000000,32474120,Action,Kevin Misher,Dito Montiel,Channing Tatum
2425,War,25000000,40686409,tt0499556,25000000,40452643,Action,Steve Chasman,Christopher Petzel,Jim Thompson
2426,Don Juan DeMarco,25000000,22032635,tt0112883,25000000,22200000,Romance,Francis Ford Coppola,Michael De Luca,Fred Fuchs
2428,He Got Game,25000000,22411948,tt0124718,25000000,21567853,Drama,Jon Kilik,Spike Lee,Spike Lee
2429,The Eagle,25000000,38993548,tt1034389,25000000,27122040,Adventure,Duncan Kenworthy,Kevin Macdonald,Channing Tatum
2432,CHiPS,25000000,23190292,tt0493405,25000000,26800152,Action,Andrew Panay,Ravi Mehta,Dax Shepard
2433,Punch-Drunk Love,25000000,24591031,tt0272338,25000000,17000000,Comedy,JoAnne Sellar,Daniel Lupi,Paul Thomas Anderson
